/home/migly-home/git/roborescue-v1.2/boot/logs
Waiting for '/home/migly-home/git/roborescue-v1.2/boot/logs/kernel.log' to exist...
Still waiting for '/home/migly-home/git/roborescue-v1.2/boot/logs/kernel.log' to exist...
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 26, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1242 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 171599855, Time = 26, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1262 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 26, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1268 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 26, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1288 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 26, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1306 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 26, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1330 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 26, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1336 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 26, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1356 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 26, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1398 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 470062811, Time = 26, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1418 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 26, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1436 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 26, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1460 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 26, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1498 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 26, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1522 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 136726399, Time = 27, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1028 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 27, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1046 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 27, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1070 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 27, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1090 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 27, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1110 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 27, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1116 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 27, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1154 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 27, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1178 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1299441922, Time = 27, Channel = 1, Message = 15 bytes of raw data: Discarding message on channel 1: already used 1193 of 1024 bytes, new message is 15 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1299441922, Time = 27, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1213 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 27, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1239 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 171599855, Time = 27, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1259 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 27, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1265 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 27, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1285 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 27, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1303 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 27, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1327 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 27, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1333 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 27, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1353 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 27, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1371 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 27, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1395 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 470062811, Time = 27, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1415 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 27, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1433 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 27, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1457 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 888508209, Time = 27, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1477 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 27, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1501 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1810998260, Time = 28, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1033 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 136726399, Time = 28, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1053 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 28, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1071 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 28, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1095 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 28, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1121 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 28, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1127 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 28, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1147 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 28, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1153 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 28, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1173 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 28, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1191 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 28, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1215 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 171599855, Time = 28, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1275 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 28, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1301 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 28, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1319 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 28, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1343 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 28, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1349 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 28, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1387 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 28, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1411 of 1024 bytes, new message is 24 bytes.
